size,method,runtime,filter,gene_id,runtime_log,runtime_log10,size_log,size_log10
1000,Seurat,0.00200000000000067,Filter4,6744,-6.21460809842186,-2.69897000433587,6.90775527898214,3
1000,Seurat,0,Filter5,6744,-Inf,-Inf,6.90775527898214,3
1000,Seurat,0.000999999999999446,Filter6,6744,-6.90775527898269,-3.00000000000024,6.90775527898214,3
1000,Seurat,0.000999999999999446,Filter1,3468,-6.90775527898269,-3.00000000000024,6.90775527898214,3
1000,Seurat,0.000999999999999446,Filter2,3468,-6.90775527898269,-3.00000000000024,6.90775527898214,3
1000,Seurat,0.00200000000000067,Filter3,3468,-6.21460809842186,-2.69897000433587,6.90775527898214,3
1000,Seurat,0.00200000000000067,Filter4,3468,-6.21460809842186,-2.69897000433587,6.90775527898214,3
1000,Seurat,0.000999999999999446,Filter5,3468,-6.90775527898269,-3.00000000000024,6.90775527898214,3
1000,Seurat,0.00200000000000067,Filter6,3468,-6.21460809842186,-2.69897000433587,6.90775527898214,3
1000,Seurat,0.000999999999999446,Filter1,705,-6.90775527898269,-3.00000000000024,6.90775527898214,3
1000,Seurat,0.00200000000000067,Filter2,705,-6.21460809842186,-2.69897000433587,6.90775527898214,3
1000,Seurat,0.00200000000000067,Filter3,705,-6.21460809842186,-2.69897000433587,6.90775527898214,3
1000,Seurat,0.00100000000000122,Filter4,705,-6.90775527898091,-2.99999999999947,6.90775527898214,3
1000,Seurat,0,Filter5,705,-Inf,-Inf,6.90775527898214,3
1000,Seurat,0.00199999999999889,Filter6,705,-6.21460809842275,-2.69897000433626,6.90775527898214,3
1000,Seurat,0.0190000000000001,Filter1,2599,-3.96331629981569,-1.72124639904717,6.90775527898214,3
1000,Seurat,0.0199999999999996,Filter2,2599,-3.91202300542817,-1.69897000433603,6.90775527898214,3
1000,Seurat,0.00100000000000122,Filter3,2599,-6.90775527898091,-2.99999999999947,6.90775527898214,3
1000,Seurat,0.00199999999999889,Filter4,2599,-6.21460809842275,-2.69897000433626,6.90775527898214,3
1000,Seurat,0.011000000000001,Filter5,2599,-4.50986000618367,-1.95860731484174,6.90775527898214,3
1000,Seurat,0.000999999999999446,Filter6,2599,-6.90775527898269,-3.00000000000024,6.90775527898214,3
1000,Seurat,0.0130000000000017,Filter1,2222,-4.34280592152047,-1.88605664769311,6.90775527898214,3
1000,Seurat,0.0129999999999999,Filter2,2222,-4.34280592152061,-1.88605664769317,6.90775527898214,3
1000,Seurat,0.00200000000000067,Filter3,2222,-6.21460809842186,-2.69897000433587,6.90775527898214,3
